$sig_U_00_up
    Row.names         V1       V2       V3 1_hab00_mean 2_uncut_mean     theta      prob    log2FC
1385   ML11616a   ML11616a         GBX2  2.25e-18    11.340000 7.916667e+00 0.5125245 0.9767951  0.51845563
891   ML063330a  ML063330a       SDCBP2  1.45e-36     5.896667 4.116667e+00 0.4155248 0.9727424  0.51842301
935    ML06632a   ML06632a         PCNT  1.41e-12    27.923333 1.949667e+01 0.5664498 0.9822222  0.51824368
1705   ML17502a   ML17502a       COL4A6 6.14e-126   380.653333 2.658533e+02 1.5158524 0.9999949  0.51784716
2113   ML30697a   ML30697a        GRIK2  6.49e-63    12.003333 8.383333e+00 0.5140301 0.9768829  0.51783920
733   ML049022a  ML049022a       RASAL2  1.59e-29    17.380000 1.214000e+01 0.5560140 0.9815782  0.51765966
344    ML01814a   ML01814a      TMEM241  8.04e-04     7.696667 5.380000e+00 0.3215998 0.9552504  0.51662759
2193   ML35321a   ML35321a         IPO5  4.71e-15   164.810000 1.152367e+02 1.3390120 1.0000000  0.51620395
580    ML03537a   ML03537a        SEH1L  1.07e-24    17.986667 1.257667e+01 0.5857004 0.9841492  0.51617825
1219   ML09127a   ML09127a       ZNF236  6.67e-05     3.436667 2.403333e+00 0.3303735 0.9577874  0.51597317
1954  ML234564a  ML234564a         PNO1 1.21e-107   176.110000 1.232500e+02 1.6605250 0.9999990  0.51488919
671    ML04492a   ML04492a         FPGS  3.18e-88    25.596667 1.791667e+01 0.7105355 0.9881901  0.51465369
88     ML00483a   ML00483a        KCNA4  7.17e-45     2.590000 1.813333e+00 0.3367477 0.9594859  0.51430795
448    ML02672a   ML02672a         ABL2  1.15e-55     6.670000 4.670000e+00 0.3911647 0.9665991  0.51426421
1802   ML20169a   ML20169a         FPR3  5.98e-04     3.703333 2.593333e+00 0.3172377 0.9540252  0.51401676
1094   ML07891a   ML07891a          GAA  0.00e+00     2.570000 1.800000e+00 0.3995252 0.9690573  0.51377145
1132   ML08279a   ML08279a      SLC18B1  9.11e-07     5.006667 3.506667e+00 0.3059999 0.9511567  0.51375011
1163  ML085912a  ML085912a       TRIM71  2.90e-38    26.986667 1.890333e+01 0.6011597 0.9847138  0.51360613
1583  ML149648a  ML149648a       ZNF277  4.85e-50    15.660000 1.097000e+01 0.3813339 0.9643966  0.51352069
2141   ML32211a   ML32211a          TUB  1.19e-60    28.693333 2.010333e+01 0.6612511 0.9900646  0.51328084
1041  ML073714a  ML073714a      ABHD14B  7.41e-15    21.726667 1.522333e+01 0.5420928 0.9823752  0.51318256
1798   ML20027a   ML20027a        NATD1  8.70e-11    32.393333 2.270333e+01 0.5385150 0.9822970  0.51279280
1051  ML074240a  ML074240a         EGR1  2.27e-49    10.713333 7.510000e+00 0.4125294 0.9720528  0.51252262
1846  ML210035a  ML210035a         EDC4  1.74e-07    20.226667 1.418000e+01 0.6301976 0.9867900  0.51240105
1753  ML189341a  ML189341a      SPECC1L  2.79e-35    19.490000 1.367000e+01 0.6189198 0.9868156  0.51172085
458    ML02801a   ML02801a         RFX4 3.61e-116    14.600000 1.025000e+01 0.5387786 0.9823109  0.51034446
1396  ML116916a  ML116916a       TECPR1  2.32e-09    36.986667 2.596667e+01 0.4980386 0.9790303  0.51034446
1183  ML086634a  ML086634a        SMOC1  1.04e-07     8.100000 5.686667e+00 0.3946105 0.9676428  0.51033867
1175  ML086434a  ML086434a        CMPK1  4.37e-69   194.036667 1.363733e+02 1.8694311 1.0000000  0.50876774
2027  ML270527a  ML270527a         SVOP  1.51e-20     7.150000 5.026667e+00 0.3134072 0.9529815  0.50834122
1801   ML20163a   ML20163a      ALDH1L2  0.00e+00   183.216667 1.288533e+02 1.0150162 0.9949509  0.50782089
828    ML05656a   ML05656a         P4HB  3.31e-07    43.396667 3.055000e+01 0.5854491 0.9841399  0.50641185
122    ML00555a   ML00555a         PLD2  4.39e-21    16.953333 1.194000e+01 0.5948195 0.9843583  0.50576612
361   ML020016a  ML020016a         XAB2  0.00e+00    43.266667 3.047333e+01 0.7934623 0.9905114  0.50570866
1912  ML223014a  ML223014a         TCF3  1.02e-26    34.333333 2.418333e+01 0.7442948 0.9902109  0.50559682
675   ML045215a  ML045215a       SLC7A2  4.95e-41    10.046667 7.076667e+00 0.4805050 0.9786029  0.50557505
2070  ML279833a  ML279833a      ANKRD28  3.60e-41    11.480000 8.086667e+00 0.3966998 0.9682657  0.50550559
1061  ML075218a  ML075218a         ANK1  1.76e-11     3.463333 2.440000e+00 0.4117329 0.9718739  0.50528010
943    ML06706a   ML06706a         FLNB  9.27e-59    36.763333 2.590333e+01 0.6296957 0.9868065  0.50512982
73    ML003510a  ML003510a         PES1 3.57e-172   158.696667 1.118400e+02 1.5100463 0.9999704  0.50483556
712   ML047937a  ML047937a       APPBP2  9.54e-75    14.080000 9.923333e+00 0.4703744 0.9767035  0.50475061
355    ML01927a   ML01927a        GSTM2  2.08e-43    87.806667 6.189000e+01 0.8683557 0.9974523  0.50462416
1767  ML194010a  ML194010a       CNOT10 1.84e-113    37.446667 2.640667e+01 0.6799167 0.9914991  0.50393510
1600   ML15198a   ML15198a        TRPA1  2.10e-07     1.413333 9.966667e-01 0.3627574 0.9633170  0.50391878
1996   ML25829a   ML25829a        DDX21  0.00e+00   370.076667 2.610033e+02 1.2684657 0.9997969  0.50375594
404    ML02255a   ML02255a      SLC29A3  3.64e-18     3.466667 2.446667e+00 0.3476315 0.9614519  0.50273156
2052  ML276917a  ML276917a       GLIPR2  2.56e-26    86.160000 6.081333e+01 0.7427638 0.9897728  0.50263058
2255   ML42961a   ML42961a        DCTN1  2.12e-27    29.433333 2.077667e+01 0.5681205 0.9824260  0.50248673
1859  ML215420b  ML215420b        PLCD4  5.19e-04    82.110000 5.796667e+01 0.5144718 0.9769292  0.50233441
364    ML02002a   ML02002a       WRAP73  6.66e-52    24.376667 1.721000e+01 0.5303828 0.9809620  0.50225376
1900  ML221316a  ML221316a        RBM22  3.43e-54    97.343333 6.874333e+01 1.1008680 0.9953103  0.50186237
1704   ML17501a   ML17501a       COL4A6 1.62e-139   125.366667 8.856333e+01 0.8527372 0.9966674  0.50137238
1603 ML1541107a ML1541107a         PIN1  1.17e-47   124.610000 8.804667e+01 1.5216964 0.9999993  0.50107956
1248  ML095313a  ML095313a        SPAG1  1.17e-52    49.053333 3.466000e+01 0.7495128 0.9913535  0.50107952
1392   ML11647a   ML11647a        CALB2  1.42e-24     4.453333 3.146667e+00 0.3606656 0.9630829  0.50106124
537   ML033218a  ML033218a         EHD3 1.97e-157    32.346667 2.286000e+01 0.6394715 0.9867800  0.50079165
37     ML00155a   ML00155a        RRP1B  1.38e-32    83.170000 5.879000e+01 1.0073514 0.9932196  0.50049245
1948  ML234544a  ML234544a      PRPSAP2  7.17e-87    18.886667 1.335333e+01 0.5540224 0.9816307  0.50016818
399   ML022412a  ML022412a        CAPN5 5.16e-125    90.893333 6.426667e+01 1.0996195 0.9950840  0.50010384
108   ML005317a  ML005317a      GTPBP10  2.60e-82    35.386667 2.502333e+01 0.6896945 0.9916393  0.49993189
1224   ML09177a   ML09177a         FAN1  4.69e-76     3.610000 2.553333e+00 0.3137640 0.9530770  0.49961695
1654   ML16599a   ML16599a        DLEC1  1.50e-18    14.076667 9.956667e+00 0.4938315 0.9797305  0.49957101
1501   ML13812a   ML13812a        MMP15  5.50e-26    43.920000 3.106667e+01 0.6419284 0.9869504  0.49951060
790    ML05295a   ML05295a     PSME3IP1  8.11e-14    22.986667 1.626333e+01 0.5623154 0.9817990  0.49917429
2038  ML273221a  ML273221a        TXLNA  5.39e-77   112.150000 7.935333e+01 1.2385031 0.9969778  0.49906689
2090  ML293115a  ML293115a         HMBS  1.40e-15   173.643333 1.228867e+02 0.9662917 0.9939297  0.49879863
117   ML005350a  ML005350a         IPO4 1.61e-119   179.450000 1.270067e+02 1.2956250 1.0000000  0.49867770
1451   ML13022a   ML13022a      C7orf57  5.62e-05    54.860000 3.883000e+01 0.8151539 0.9922030  0.49858291
636   ML040718a  ML040718a        LHCGR  2.93e-12     2.500000 1.770000e+00 0.3431100 0.9607807  0.49817873
673   ML045212a  ML045212a        MED12  1.86e-67    29.173333 2.065667e+01 0.5521736 0.9817254  0.49804277
965   ML069128a  ML069128a        HMGCR  3.18e-97    17.003333 1.204000e+01 0.5248202 0.9793496  0.49798221
2289   ML46181a   ML46181a       MALRD1  3.89e-46    13.220000 9.366667e+00 0.3728916 0.9639054  0.49711455
575    ML03502a   ML03502a       ADGRG6  1.69e-21     3.580000 2.536667e+00 0.3607340 0.9630911  0.49702563
1117   ML08102a   ML08102a        YWHAE 3.27e-122   530.290000 3.758433e+02 2.2753200 1.0000000  0.49665013
1826   ML20564a   ML20564a         CRCP  4.57e-21    19.606667 1.389667e+01 0.6097884 0.9857977  0.49660541
169   ML008012a  ML008012a         UAP1 4.79e-156   135.700000 9.620667e+01 0.9666368 0.9939144  0.49621195
501    ML03173a   ML03173a      SLC40A1  1.18e-43     7.800000 5.530000e+00 0.4058672 0.9705878  0.49619464
1037  ML073273a  ML073273a        PPME1 3.86e-119    34.056667 2.415333e+01 0.7246779 0.9857978  0.49571493
365   ML020030a  ML020030a        DCLK3  1.21e-94    32.846667 2.329667e+01 0.6293308 0.9868189  0.49562342
502    ML03176a   ML03176a        HMCN1  4.77e-14    55.563333 3.942333e+01 0.9566366 0.9943044  0.49508339
1745  ML188910a  ML188910a        MECOM  3.78e-08     6.680000 4.740000e+00 0.4228256 0.9744390  0.49496104
777   ML051912a  ML051912a       SEC61B  6.87e-10   139.060000 9.869000e+01 0.7337167 0.9870734  0.49473168
1533  ML143010a  ML143010a       MAP3K3  1.81e-38     1.470000 1.043333e+00 0.3141919 0.9531918  0.49461600
152   ML007411a  ML007411a         DUS2 7.07e-101    31.560000 2.240667e+01 0.5481101 0.9820289  0.49416916
1125  ML082610a  ML082610a         SIX2  1.33e-72    24.200000 1.718333e+01 0.6175083 0.9867152  0.49399712
959   ML068315a  ML068315a      SLC23A2 3.35e-128    11.186667 7.943333e+00 0.3959255 0.9680365  0.49396376
2180   ML34639a   ML34639a      SLC47A2  1.57e-17     6.956667 4.940000e+00 0.4410940 0.9766249  0.49388515
1653  ML165911a  ML165911a        DLEC1  3.35e-51    21.073333 1.496667e+01 0.5719850 0.9829236  0.49366559
427    ML02484a   ML02484a        GPR34  4.55e-11     7.390000 5.250000e+00 0.3068305 0.9513355  0.49325694
2049   ML27467a   ML27467a      PLEKHA1  1.44e-05    32.296667 2.295333e+01 0.6805444 0.9915099  0.49268159
599    ML03788a   ML03788a       KLHL20  7.03e-97     8.240000 5.856667e+00 0.4173247 0.9731668  0.49256455
1858   ML21529a   ML21529a       PARP12  3.93e-24    12.296667 8.740000e+00 0.4444784 0.9766836  0.49256210
2036  ML273217a  ML273217a        NUP54  1.18e-41    21.740000 1.545333e+01 0.5539431 0.9816340  0.49243387
1624   ML15652a   ML15652a       ATP5MG  3.81e-22   277.570000 1.973267e+02 1.8626997 1.0000000  0.49226571
1993  ML258250a  ML258250a         DPH2  2.14e-48    46.653333 3.317333e+01 0.6982682 0.9911905  0.49195618
1881  ML218834a  ML218834a      SLC4A11 1.12e-161     5.556667 3.953333e+00 0.3353672 0.9591455  0.49115009
995   ML071133a  ML071133a         SPTB  2.56e-15    13.646667 9.710000e+00 0.4734737 0.9771455  0.49100540
2257   ML43118a   ML43118a         TUT4  1.87e-60    38.156667 2.715667e+01 0.6854985 0.9915907  0.49062874
623    ML03989a   ML03989a     B4GALNT2  2.42e-15    99.760000 7.101667e+01 1.1173201 0.9944825  0.49030382
1641  ML161316a  ML161316a        APOL3  2.26e-05     4.920000 3.503333e+00 0.4019823 0.9696864  0.48993005
34     ML00151a   ML00151a         EPC2  6.19e-34    88.576667 6.308333e+01 1.1111718 0.9958527  0.48966781
871    ML06093a   ML06093a         TBCK 1.74e-177    35.190000 2.507000e+01 0.5610080 0.9817093  0.48920352
94    ML004931a  ML004931a       ZNF782  2.55e-44     8.280000 5.900000e+00 0.4193945 0.9736564  0.48891581
145    ML00693a   ML00693a        ASIC1  2.71e-14    12.453333 8.876667e+00 0.3740398 0.9639325  0.48844203
2166   ML33721a   ML33721a        HSPG2  1.18e-09    13.450000 9.593333e+00 0.4814607 0.9788141  0.48750208
693   ML046434a  ML046434a       NT5C3B  2.04e-53    71.613333 5.109000e+01 1.0172075 0.9953177  0.48718729
1086   ML07844a   ML07844a          GLS 7.76e-163    22.360000 1.596333e+01 0.5554928 0.9815865  0.48615825
1168   ML08609a   ML08609a        YIPF4  2.62e-62    18.670000 1.333000e+01 0.4544168 0.9765600  0.48604515
910   ML064950a  ML064950a        ZNFX1  3.74e-22     6.666667 4.760000e+00 0.3855371 0.9651116  0.48600402
500   ML031718a  ML031718a         IPO9  0.00e+00   414.816667 2.964200e+02 1.6078742 1.0000000  0.48483107
265    ML01448a   ML01448a         PARG  2.58e-40    16.816667 1.202000e+01 0.3401074 0.9602260  0.48445487
1505   ML13891a   ML13891a      PITPNM3 2.08e-102    14.160000 1.012333e+01 0.5238694 0.9790599  0.48413686
2058  ML276932a  ML276932a         ACP7  4.18e-24    37.430000 2.676333e+01 0.5190054 0.9777089  0.48393724
2124  ML311623a  ML311623a        CALM2  9.99e-11    15.363333 1.098667e+01 0.4721038 0.9769258  0.48373753
1068  ML076018a  ML076018a         GPN2 5.25e-105    26.413333 1.889000e+01 0.5900584 0.9842635  0.48364368
1816  ML204430a  ML204430a       LGALS7  2.56e-09    25.150000 1.798667e+01 0.4785854 0.9781755  0.48363055
157   ML007433a  ML007433a         SLU7 2.83e-177    44.153333 3.158333e+01 0.7780028 0.9885758  0.48335891
477    ML03021a   ML03021a      RSL24D1  8.37e-45   263.603333 1.885667e+02 1.4691033 0.9868931  0.48329394
2284  ML460818a  ML460818a       WRAP53  1.81e-57    25.740000 1.841667e+01 0.6170102 0.9866777  0.48300009
1186  ML087113a  ML087113a       SETMAR  6.83e-08    13.743333 9.833333e+00 0.4163559 0.9729377  0.48297951
954   ML068122a  ML068122a        RPP14  4.83e-08    65.203333 4.666000e+01 0.8601998 0.9972938  0.48275941
1911  ML223013a  ML223013a        NSDHL  3.24e-05     9.823333 7.030000e+00 0.4151786 0.9726616  0.48268797
318    ML01734a   ML01734a        MRPS2  2.97e-38    38.896667 2.784333e+01 0.6176861 0.9867286  0.48231459
2053   ML27691a   ML27691a        PCSK5  1.87e-07    23.583333 1.688333e+01 0.4727820 0.9770329  0.48216788
64    ML003233a  ML003233a      SLC22A3  7.76e-23    40.936667 2.931333e+01 0.6596001 0.9897888  0.48183660
1910  ML223011a  ML223011a      TBC1D16  1.96e-45    25.603333 1.833667e+01 0.5909314 0.9842788  0.48160025
1428   ML12428a   ML12428a          RPE  5.11e-95    67.883333 4.863000e+01 0.8918700 0.9949042  0.48121082
1170   ML08614a   ML08614a      B3GALT2  1.73e-10     2.656667 1.903333e+00 0.3310939 0.9579932  0.48108898
1444  ML128613a  ML128613a        UBOX5  1.69e-21    17.283333 1.238667e+01 0.5252839 0.9794905  0.48059349
1418  ML123110a  ML123110a        EIF3G  2.14e-55   367.973333 2.637367e+02 1.3390918 1.0000000  0.48050306
281    ML01552a   ML01552a       SCUBE1  5.46e-06     3.756667 2.693333e+00 0.3468705 0.9613494  0.48006032
977   ML070240a  ML070240a        DDX49 3.73e-107    38.836667 2.785000e+01 0.6834850 0.9915577  0.47974205
2127  ML311631a  ML311631a        PPM1G  1.07e-68    89.726667 6.435333e+01 1.1887563 0.9894957  0.47952194
1715  ML177213a  ML177213a      GPBP1L1  3.31e-05   271.930000 1.951633e+02 1.4276945 0.9995026  0.47855329
116   ML005341a  ML005341a         MNS1  1.65e-99   130.006667 9.333667e+01 1.2962393 1.0000000  0.47806976
2292   ML46352a   ML46352a        GSTCD  3.28e-58    12.236667 8.790000e+00 0.3794158 0.9641950  0.47727554
1698   ML17473a   ML17473a         PLS3  1.69e-62    10.060000 7.226667e+00 0.4276175 0.9753831  0.47722805
1927   ML22525a   ML22525a          TTN  2.57e-25    33.200000 2.386333e+01 0.6633472 0.9903859  0.47638766
416    ML02335a   ML02335a       GABBR2  9.27e-66     9.293333 6.680000e+00 0.4045648 0.9702983  0.47634805
1655  ML166410a  ML166410a        IP6K3  3.54e-19    91.916667 6.610333e+01 0.9610720 0.9941055  0.47560346
1919  ML223533a  ML223533a         SIX1 1.67e-122    13.853333 9.963333e+00 0.4596419 0.9764018  0.47553276
101    ML00507a   ML00507a       NMNAT1  1.22e-50    18.246667 1.312667e+01 0.5129781 0.9768105  0.47513232
421    ML02446a   ML02446a         F13B  2.42e-25    26.233333 1.887333e+01 0.5827867 0.9840089  0.47505189
526    ML03266a   ML03266a       TENT4A 1.36e-116   178.936667 1.287533e+02 0.9998233 0.9917246  0.47483926
736    ML04906a   ML04906a         LCA5  1.65e-17    94.876667 6.828667e+01 1.1659676 0.9921880  0.47444941
697   ML046513a  ML046513a       ZRANB1 1.32e-145    75.200000 5.414000e+01 1.0188847 0.9955547  0.47403777
937   ML066511a  ML066511a      CYP46A1  5.98e-46     2.466667 1.776667e+00 0.3544648 0.9623108  0.47338974
1574  ML148925a  ML148925a       SLC1A1 3.88e-114    23.680000 1.706333e+01 0.5011592 0.9783240  0.47276958
924   ML065713a  ML065713a        RXFP2  1.55e-09     1.946667 1.403333e+00 0.3143734 0.9532405  0.47214814
97     ML00495a   ML00495a        FRAS1  1.41e-18    57.053333 4.114333e+01 0.6660930 0.9907433  0.47165250
1576  ML148937a  ML148937a       ANXA13  5.84e-80    29.946667 2.160333e+01 0.6441319 0.9871709  0.47114149
1161  ML085910a  ML085910a       DNAJC9  6.50e-70    27.563333 1.989333e+01 0.5101002 0.9768126  0.47046533
615    ML03889a   ML03889a      SLC35G1  7.17e-12    12.166667 8.783333e+00 0.4529426 0.9766005  0.47009350
199    ML00956a   ML00956a      ARFGAP1  2.84e-62   254.086667 1.834600e+02 1.3077583 1.0000000  0.46985513
44     ML00214a   ML00214a       ZNF622  6.97e-56    91.160000 6.582333e+01 0.8767531 0.9967878  0.46980184
1204  ML090217a  ML090217a        HMCN1  8.42e-60    93.383333 6.744667e+01 0.5508097 0.9818166  0.46941794
1995  ML258256a  ML258256a        CALM2  1.34e-30    10.240000 7.396667e+00 0.3919530 0.9668355  0.46926855
907   ML064934a  ML064934a       METTL3  3.38e-13    41.980000 3.033333e+01 0.6778254 0.9914595  0.46879812
1405  ML120713a  ML120713a        ABCG2  1.83e-88    15.956667 1.153333e+01 0.4419129 0.9766465  0.46834977
2254   ML42456a   ML42456a       ADGRG4  2.77e-18     2.430000 1.756667e+00 0.3279901 0.9571001  0.46811585
1454  ML130410a  ML130410a      CCDC113  4.86e-75    98.713333 7.138000e+01 0.9110052 0.9970383  0.46772506
1351   ML11053a   ML11053a       MFHAS1  1.39e-52     8.043333 5.820000e+00 0.3897441 0.9661825  0.46677436
305   ML016352a  ML016352a        RXFP2  2.04e-12     4.233333 3.063333e+00 0.3402149 0.9602480  0.46669173
1499   ML13777a   ML13777a         PATJ  5.66e-32    40.086667 2.901000e+01 0.7566397 0.9917167  0.46657216
529   ML032911a  ML032911a         ULK2  5.37e-13     6.520000 4.720000e+00 0.3824486 0.9645461  0.46608510
2010   ML26622a   ML26622a        TRPM2  3.65e-39     9.993333 7.236667e+00 0.4000355 0.9691918  0.46564066
2196   ML35385a   ML35385a      ANKRD52  1.75e-13     2.853333 2.066667e+00 0.3740538 0.9639329  0.46534258
1661  ML167028a  ML167028a        INTS4  1.16e-80    49.530000 3.588333e+01 0.6604956 0.9899405  0.46498871
1350  ML110513a  ML110513a       YME1L1 5.86e-118    67.660000 4.902667e+01 0.8210462 0.9927000  0.46473650
1821  ML205619a  ML205619a       POLR1E  1.80e-27    44.693333 3.238667e+01 0.6419122 0.9869489  0.46465966
1358  ML111728a  ML111728a         ARSB  2.09e-59     8.086667 5.860000e+00 0.4362732 0.9764064  0.46464448
1166   ML08606a   ML08606a       NUDT18  1.76e-34    28.603333 2.074667e+01 0.4939437 0.9797177  0.46330372
23     ML00113a   ML00113a          PAM  2.83e-22    14.793333 1.073667e+01 0.4339843 0.9762225  0.46240101
1040   ML07336a   ML07336a        CALB2  5.60e-25    15.366667 1.115333e+01 0.4789489 0.9782570  0.46232931
939   ML066514a  ML066514a      CWF19L1 2.40e-122    37.463333 2.719333e+01 0.6691599 0.9910518  0.46222626
51     ML00258a   ML00258a      SMPDL3B  1.68e-16    17.610000 1.278333e+01 0.5643530 0.9819885  0.46213083
2016  ML267912a  ML267912a        CCNT1  3.21e-52   126.690000 9.197667e+01 1.1179948 0.9942751  0.46196283
1749  ML189318a  ML189318a        GPR19  3.18e-06     3.930000 2.853333e+00 0.3080182 0.9516116  0.46188102
